claim_status,video_id,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Total Interactions,Video Classification
claim,5543305407,60,not verified,active,411344,200805,31243,3974,597,643989,Typical
claim,2711966866,11,not verified,active,774891,435874,13707,5791,3168,1227640,Popular
claim,4736617540,28,not verified,under review,192119,124439,4336,1391,476,321370,Typical
claim,9752647499,37,not verified,active,512860,39094,104,172,37,552095,Typical
claim,8783993303,15,not verified,active,969092,169704,27446,2934,1836,1168078,Popular
claim,4228476693,46,not verified,banned,583316,254292,71311,3996,839,909758,Popular
claim,4150258331,22,not verified,banned,654842,413933,51840,2554,1627,1122242,Popular
claim,2078160954,44,not verified,banned,589612,352603,71972,78,45,1014232,Popular
claim,7173131729,46,not verified,active,598217,312441,75662,2947,448,986768,Popular
claim,7070176860,14,not verified,under review,796592,328696,42470,4148,383,1168141,Popular
claim,8041302460,32,not verified,banned,435016,60377,664,892,301,496358,Typical
claim,5061827787,7,not verified,active,399421,29659,3869,308,153,433102,Typical
claim,3274125637,30,not verified,active,142723,31600,6990,604,276,181589,Typical
claim,9338219305,52,not verified,active,271990,141622,29790,646,236,443638,Typical
claim,2451110667,60,not verified,banned,314083,65754,21078,1446,11,400926,Typical
claim,7328531576,10,not verified,active,150524,12753,308,168,9,163594,Typical
claim,5972535753,30,not verified,active,137902,40933,7793,184,24,186652,Typical
claim,9541131298,16,not verified,active,916488,375204,11093,8447,1616,1304401,Viral
claim,9944615381,39,not verified,active,820084,137514,13082,777,399,971079,Popular
claim,6787360115,25,not verified,active,610725,325416,93874,4419,1293,1031308,Popular
claim,2278135269,8,not verified,under review,727989,41408,15536,141,33,784966,Popular
claim,4579817516,57,not verified,active,458165,130015,5023,1271,719,593922,Typical
claim,9033605474,49,not verified,active,646323,417808,58141,9480,4651,1126923,Popular
claim,8694037174,51,not verified,active,89833,36167,6782,276,82,132864,Typical
claim,4206635413,29,not verified,active,726752,152023,55466,26,2,934243,Popular
claim,4058115049,15,not verified,under review,843430,453421,168439,5085,1290,1466580,Viral
claim,7369146743,18,not verified,banned,599733,273749,108831,726,352,982665,Popular
claim,8211383190,46,not verified,banned,779488,76581,8165,1811,111,864345,Popular
claim,6737242049,31,not verified,active,123749,14835,1217,187,42,139843,Typical
claim,8847665126,22,verified,active,546377,129316,39648,2982,1003,716344,Popular
claim,1452954650,52,not verified,under review,459618,121845,37354,990,208,619025,Typical
claim,5980760693,51,not verified,active,387732,83438,13113,1890,81,484364,Typical
claim,2756732163,51,not verified,active,822146,160117,12077,502,318,994658,Popular
claim,6379051716,27,not verified,under review,246778,16318,853,400,45,263994,Typical
claim,9750811590,55,not verified,active,904463,466969,117451,4076,674,1489557,Viral
claim,4457785050,40,not verified,active,634514,172452,47453,3061,188,854607,Popular
claim,3789792017,15,not verified,active,773479,99824,38331,1672,726,912360,Popular
claim,2988384888,6,not verified,active,771519,67387,9894,225,140,848940,Popular
claim,2026081909,50,not verified,active,894243,234692,26653,1506,191,1155779,Popular
claim,6492804153,47,not verified,active,578832,317605,28428,2364,794,925659,Popular
claim,3648091622,58,not verified,banned,936609,605004,93279,8123,4217,1639109,Viral
claim,6177807870,33,not verified,active,709704,464272,11211,185,93,1185280,Popular
claim,4583852893,14,not verified,under review,490350,124510,24762,2432,242,639864,Typical
claim,5356909469,5,not verified,active,687269,49419,16060,768,258,753006,Popular
claim,4672405178,41,not verified,under review,724293,232266,88594,4255,828,1045981,Popular
claim,2405320240,19,not verified,under review,812129,90480,10460,935,270,913339,Popular
claim,1765701021,31,not verified,active,134738,55338,12033,384,30,202139,Typical
claim,9967078502,44,not verified,banned,250358,150468,23747,1692,956,425529,Typical
claim,6943645097,37,not verified,banned,656340,110882,472,1219,570,768264,Popular
claim,7152010507,42,not verified,active,164433,18180,775,145,34,183422,Typical
claim,2906006837,54,not verified,active,823180,14744,3172,237,60,841156,Popular
claim,9955613135,9,not verified,active,33463,8320,2956,5,2,44741,Typical
claim,2292548525,16,not verified,active,973185,191568,56668,2661,944,1222365,Popular
claim,9449170521,29,not verified,active,104907,55279,11041,126,7,171234,Typical
claim,4880280637,31,verified,active,449767,288280,75385,5956,1789,815221,Popular
claim,4681557425,59,not verified,active,36730,14354,2986,102,56,54126,Typical
claim,8748883540,21,verified,active,858952,56858,4454,1172,458,920722,Popular
claim,4388798830,38,not verified,banned,58709,22417,3064,527,220,84410,Typical
claim,7665093798,58,not verified,active,819737,148708,8434,3481,1765,978644,Popular
claim,9406371546,20,not verified,active,842092,421669,1633,8984,2424,1267818,Popular
claim,9708552206,6,not verified,active,742638,313913,103024,394,53,1159628,Popular
claim,7104704735,37,not verified,active,754126,149346,32533,117,75,936080,Popular
claim,7197822045,10,not verified,under review,512633,183114,44999,2768,202,740948,Popular
claim,3121932419,18,not verified,active,320367,36477,3371,831,0,360215,Typical
claim,9264579445,40,not verified,active,878941,233961,10411,2450,1115,1124428,Popular
claim,4618810103,29,not verified,under review,797475,141894,38530,1633,460,978359,Popular
claim,4297182884,52,not verified,banned,777458,407530,46096,9259,2129,1233213,Popular
claim,8271603779,5,not verified,under review,383136,247658,13811,2172,778,645383,Typical
claim,9858019987,13,not verified,active,29541,10160,2253,35,9,41963,Typical
claim,8662498890,41,not verified,banned,193283,30889,10405,210,26,234603,Typical
claim,4556566557,42,not verified,banned,151072,24249,6823,68,41,182185,Typical
claim,7536044234,41,not verified,under review,93269,22428,7325,175,37,123059,Typical
claim,6953593828,21,not verified,under review,599207,152740,30142,1635,49,782138,Popular
claim,4340558967,47,not verified,active,214554,30950,5377,326,208,251089,Typical
claim,4914384310,23,not verified,active,308449,157425,7401,1911,936,474211,Typical
claim,3878148828,33,not verified,active,645868,127539,23553,1087,557,797517,Popular
claim,8449662522,54,not verified,active,50067,21497,2927,241,11,74502,Typical
claim,4947360696,23,not verified,active,966170,280001,90602,2274,429,1337202,Viral
claim,6681052041,12,not verified,active,968667,157721,41327,2775,514,1168229,Popular
claim,8267200991,16,not verified,active,681721,377979,5590,8700,2246,1067536,Popular
claim,9671985185,46,not verified,under review,713651,45603,7851,900,28,767133,Popular
claim,9531935769,15,not verified,active,88814,58238,11031,306,143,158226,Typical
claim,4383036087,13,not verified,active,318574,124782,25574,1952,1216,470146,Typical
claim,5795103092,7,not verified,banned,914464,263681,6193,193,109,1184447,Popular
claim,7211356907,10,not verified,active,444940,197141,67190,584,381,709652,Popular
claim,3483746921,48,not verified,active,309217,88165,22223,2198,27,419632,Typical
claim,7957003734,52,not verified,under review,515992,294218,83765,6098,1751,895726,Popular
claim,5998229362,43,not verified,active,305177,152889,44193,2879,635,502894,Typical
claim,8151666171,21,not verified,under review,649648,348343,111446,7729,2543,1111980,Popular
claim,7548260375,22,not verified,active,994103,472161,68746,10034,4175,1539185,Viral
claim,6789101187,52,not verified,active,341117,192937,15716,4340,1669,551439,Typical
claim,4390935992,46,not verified,active,855376,65216,3817,1122,234,924643,Popular
claim,6137855095,25,not verified,active,351245,111608,15189,657,78,478120,Typical
claim,5552551874,38,verified,active,388762,105189,30151,2231,1035,525137,Typical
claim,8956813833,37,not verified,active,916344,349903,123434,2827,1250,1390931,Viral
claim,7402304136,15,not verified,active,655164,28652,216,17,2,684034,Typical
claim,8425562760,11,not verified,active,881931,227635,255,5394,453,1110274,Popular
claim,5602633649,58,not verified,active,986956,16499,1408,192,57,1004920,Popular
claim,2485125901,50,not verified,active,766239,90747,19910,1806,721,877617,Popular
claim,9987539570,21,not verified,active,961649,542010,77594,10222,5036,1586289,Viral
claim,5326008098,60,not verified,under review,706718,141591,15455,2763,699,864463,Popular
claim,5951668916,28,not verified,active,376631,199634,12242,3241,974,589481,Typical
claim,9450082544,7,not verified,active,153667,33483,13204,770,140,200494,Typical
claim,7245986153,33,not verified,banned,975762,388823,61100,4097,2607,1428292,Viral
claim,2841782334,47,not verified,active,635195,28538,10153,395,132,674018,Typical
claim,6983578110,58,not verified,under review,898828,414312,19208,3947,319,1332667,Viral
claim,6005696677,12,not verified,active,776207,245370,7233,3257,1519,1030329,Popular
claim,5826388801,15,not verified,active,436151,127881,41674,457,117,605823,Typical
claim,5473025809,16,not verified,active,407165,125485,41770,485,94,574514,Typical
claim,6044337656,18,not verified,active,728166,14591,4023,164,18,746798,Popular
claim,9775665660,59,not verified,banned,414023,50649,6514,464,56,471242,Typical
claim,7242981174,25,not verified,active,332002,58813,17996,703,69,408880,Typical
claim,6936759979,27,not verified,banned,204446,7213,58,1,0,211717,Typical
claim,8726694905,10,not verified,active,268383,33052,5100,109,49,306584,Typical
claim,4366733956,9,not verified,active,29129,8909,993,85,10,39041,Typical
claim,2105206752,60,not verified,active,837407,166969,64849,3462,609,1069834,Popular
claim,8304651807,12,not verified,active,166448,11126,171,169,1,177746,Typical
claim,6574341659,36,not verified,active,326577,51401,1433,163,105,379516,Typical
claim,7050442630,13,not verified,active,189714,3940,50,77,22,193726,Typical
claim,1432443655,13,not verified,under review,31242,20078,3029,346,230,54579,Typical
claim,2369442016,56,not verified,banned,388903,239332,62945,2814,689,691869,Popular
claim,1463234344,42,not verified,active,167082,54186,2,1119,102,221372,Typical
claim,9307166973,17,not verified,active,395679,181334,29096,3628,2212,608321,Typical
claim,3621302653,14,not verified,under review,85475,34196,6456,0,0,126127,Typical
claim,2860626978,33,not verified,banned,206178,34596,7203,137,49,248026,Typical
claim,1511082027,35,not verified,active,374276,202216,61447,2615,741,638680,Typical
claim,9943102346,55,not verified,active,41912,532,108,2,1,42553,Typical
claim,9059354991,35,not verified,active,410356,249714,26235,2060,1252,687557,Typical
claim,5223512212,5,not verified,banned,775980,435616,22964,1445,765,1235325,Popular
claim,6952426676,58,not verified,under review,450094,226174,84181,3584,361,760810,Popular
claim,6013016263,21,not verified,under review,307036,85888,3435,1844,931,397290,Typical
claim,3773800366,19,not verified,under review,636087,347218,71318,2803,932,1055555,Popular
claim,4645059852,54,not verified,active,130070,2253,182,48,30,132535,Typical
claim,5144334674,59,not verified,banned,190556,18001,2619,228,145,211321,Typical
claim,1512850922,22,not verified,banned,219404,112175,18056,738,333,349968,Typical
claim,1459188449,15,not verified,active,437300,153274,26332,511,340,617246,Typical
claim,7842688619,34,not verified,active,859657,533619,101930,10738,1537,1496743,Viral
claim,6921706279,41,not verified,active,193290,91859,10513,878,321,295983,Typical
claim,5030579321,41,not verified,banned,496022,326291,34683,6113,1463,858459,Popular
claim,5917718613,26,not verified,banned,935977,166051,29255,572,369,1131652,Popular
claim,6470310260,6,not verified,banned,596591,326799,55069,3050,1194,979653,Popular
claim,6592949812,51,not verified,banned,294770,187786,21636,3185,80,504272,Typical
claim,9705537885,47,not verified,active,548806,225240,9208,4909,3050,786304,Popular
claim,9912049698,30,verified,active,833392,53119,2591,338,82,889184,Popular
claim,9123372669,35,not verified,active,235278,59931,11571,1050,283,307063,Typical
claim,4709330697,48,not verified,active,336821,200215,35745,2422,1592,574373,Typical
claim,3056892185,41,not verified,active,203169,75141,12401,752,163,290874,Typical
claim,5130760295,37,not verified,active,461126,172688,39649,2668,1121,674584,Typical
claim,8804479028,57,not verified,active,659344,349137,36435,4348,1762,1046678,Popular
claim,2280634353,32,not verified,banned,431885,7219,1295,73,11,440410,Typical
claim,9019448337,50,not verified,active,274351,80112,23012,1689,1089,378564,Typical
claim,2388258370,51,not verified,active,683367,387135,119596,1959,1065,1191163,Popular
claim,8528448947,41,not verified,active,356559,34216,7482,284,43,398300,Typical
claim,7592786949,54,not verified,active,812560,29584,7184,515,107,849435,Popular
claim,2338854116,34,not verified,active,132187,37523,5415,427,98,175223,Typical
claim,5891946188,16,not verified,active,937338,138354,27902,705,124,1103718,Popular
claim,1599253576,15,not verified,banned,878345,18715,713,345,118,897891,Popular
claim,4925791636,13,not verified,active,427056,66488,2006,772,29,495579,Typical
claim,1390050008,26,not verified,active,770102,400272,151425,134,40,1321839,Viral
claim,4607345154,27,not verified,active,727041,85259,17287,1418,22,829609,Popular
claim,7820590426,51,not verified,active,600359,105733,41926,1932,1086,749104,Popular
claim,9136992331,32,not verified,active,666405,201565,33671,2296,661,902302,Popular
claim,3937090372,22,not verified,under review,717086,130459,8643,473,137,856325,Popular
claim,4350233189,31,not verified,active,578376,302131,40774,6477,2201,923482,Popular
claim,8432895197,56,not verified,active,577117,56144,14304,318,104,647669,Typical
claim,8672634640,49,not verified,active,17600,2687,982,38,9,21278,Typical
claim,4188657964,55,not verified,under review,311213,72436,10636,1124,460,394745,Typical
claim,5122559064,48,not verified,active,802149,36695,4685,364,79,843608,Popular
claim,5346768365,31,not verified,active,615516,89283,25687,1039,330,730816,Popular
claim,9260495601,52,not verified,active,945207,477623,121013,9011,4331,1548174,Viral
claim,6252605012,18,not verified,active,496897,315725,63260,6389,2671,878553,Popular
claim,6299538213,14,not verified,active,404597,40791,10381,962,249,456018,Typical
claim,7969808699,41,not verified,active,847261,131535,52325,2658,1690,1032811,Popular
claim,6132768860,47,verified,active,54513,5727,848,60,26,61114,Typical
claim,8507761611,47,not verified,banned,310564,26341,303,307,137,337345,Typical
claim,1519520886,60,not verified,active,136694,8920,976,134,63,146653,Typical
claim,4958740264,58,not verified,active,202761,108689,15843,376,0,327293,Typical
claim,6724059572,55,verified,under review,377847,195394,75053,4042,751,649045,Typical
claim,7343906174,26,not verified,active,642764,339666,129428,893,402,1112260,Popular
claim,5155591158,40,not verified,active,995774,49583,803,969,108,1046268,Popular
claim,5731974288,34,not verified,active,176928,49099,10091,849,169,236287,Typical
claim,6285448043,9,not verified,active,722409,103645,17149,370,79,843282,Popular
claim,8158843318,13,not verified,under review,718908,294540,44604,3562,1834,1059886,Popular
claim,3552232994,32,not verified,active,447866,134373,18998,1587,720,601957,Typical
claim,2487636830,18,not verified,active,210536,62833,8265,541,314,281948,Typical
claim,6122543987,42,not verified,active,103700,22952,4741,62,25,131418,Typical
claim,2988208988,28,not verified,active,952848,310989,115827,1214,498,1380162,Viral
claim,4199183139,42,not verified,banned,249572,158233,51106,691,451,459362,Typical
claim,5442943982,52,not verified,active,798362,225438,38032,1423,905,1062737,Popular
claim,4376068803,42,not verified,active,668527,1966,211,9,1,670705,Typical
claim,9160368177,35,not verified,active,498357,328011,117086,4911,3090,946544,Popular
claim,4070510146,26,not verified,active,66373,37266,12154,802,11,115804,Typical
claim,2536434072,52,not verified,active,189243,123482,17325,863,88,330138,Typical
claim,4763483049,37,not verified,banned,984525,600802,141150,3179,870,1727347,Viral
claim,9693412464,17,not verified,active,852304,15493,980,66,12,868789,Popular
claim,2998522885,26,not verified,under review,968872,236422,71823,2734,1413,1278530,Popular
claim,8310047305,58,not verified,active,143426,86676,18800,1772,183,249085,Typical
claim,6156171671,22,not verified,active,182184,113705,9518,471,224,305631,Typical
claim,1808444589,46,not verified,banned,347836,41816,16275,50,24,405951,Typical
claim,9673154292,10,not verified,active,521735,125458,8268,517,228,655689,Typical
claim,6594846804,8,not verified,active,784210,121072,24131,1412,671,930084,Popular
claim,5895992484,32,not verified,active,262523,167360,40202,3890,2161,472246,Typical
claim,3811985257,16,not verified,active,204296,33334,12481,250,165,250276,Typical
claim,1596251672,40,not verified,active,387877,14080,2127,318,106,404190,Typical
claim,4258600162,52,not verified,active,986776,303414,73246,3860,212,1363648,Viral
claim,9394634382,8,not verified,active,826816,90360,392,87,43,917611,Popular
claim,2330054866,51,not verified,active,113840,12731,4857,167,52,131480,Typical
claim,6076741263,36,not verified,active,320893,112209,5148,2665,311,438561,Typical
claim,3326856538,58,not verified,active,116438,3023,886,23,12,120359,Typical
claim,1759820305,16,not verified,banned,571079,324056,64035,3764,17,959187,Popular
claim,3185679458,45,not verified,under review,981777,626425,164260,11581,2502,1774964,Viral
claim,8114569658,44,not verified,active,929727,126632,1494,1363,526,1058379,Popular
claim,8977586674,57,not verified,banned,180120,66728,24207,799,131,271186,Typical
claim,5558883419,22,not verified,banned,170495,89608,30224,1720,601,290928,Typical
claim,1581726828,20,not verified,banned,552616,353535,40687,7236,2297,949135,Popular
claim,7109648020,34,not verified,under review,852179,70693,4012,1643,665,927549,Popular
claim,2837872057,8,not verified,active,622900,189499,33230,1774,453,846082,Popular
claim,3597189893,20,not verified,banned,598459,38067,13800,387,227,650553,Typical
claim,2780850160,7,not verified,active,110533,56820,5691,529,92,173136,Typical
claim,2561557655,34,not verified,active,819047,153412,34899,340,22,1007380,Popular
claim,9988138678,12,not verified,banned,46701,25560,3845,81,15,76121,Typical
claim,5398278278,51,not verified,active,490550,105127,28312,867,114,624103,Typical
claim,2299719114,43,not verified,active,378619,21497,2207,446,142,402465,Typical
claim,5345883489,13,not verified,banned,645496,274790,55258,1669,731,976275,Popular
claim,9907543352,26,not verified,active,120950,23970,5346,471,208,150474,Typical
claim,5121937133,39,not verified,banned,890459,81836,28226,368,218,1000739,Popular
claim,3891446113,49,not verified,active,7700,5086,1128,57,12,13926,Typical
claim,4652639618,30,not verified,active,345639,183626,58478,3205,592,588335,Typical
claim,2693047952,55,not verified,active,840950,231900,23810,667,214,1096874,Popular
claim,6698862646,25,not verified,under review,627691,271090,50716,3880,1161,950658,Popular
claim,4278168378,37,not verified,under review,762838,295711,92082,754,61,1150692,Popular
claim,3967360431,40,not verified,active,423265,77653,25569,398,112,526599,Typical
claim,8674237074,20,not verified,active,52128,10847,1018,242,100,64093,Typical
claim,4798471090,54,not verified,active,585784,320593,113060,7662,2950,1022387,Popular
claim,1764512349,42,not verified,active,652747,111641,34385,175,86,798859,Popular
claim,9973478545,28,not verified,active,884271,414351,86071,5688,484,1385177,Viral
claim,1532218401,58,not verified,active,859955,233067,91855,1640,986,1185863,Popular
claim,8744108889,49,not verified,active,354764,229818,68968,2838,978,654528,Typical
claim,9413374896,47,not verified,active,723369,365293,21774,2600,777,1111213,Popular
claim,4844482778,13,not verified,active,667470,419938,105025,10046,1437,1193870,Popular
claim,7152254985,18,not verified,banned,174404,68870,2855,358,14,246143,Typical
claim,4104069637,23,not verified,active,88651,30686,8408,201,67,127812,Typical
claim,9064776532,52,not verified,under review,214656,116514,23350,1502,232,354752,Typical
claim,8038994034,8,not verified,active,998249,217076,17292,955,227,1232844,Popular
claim,9980066573,59,not verified,active,74180,20492,8182,394,164,103018,Typical
claim,4898997752,47,not verified,active,921022,299575,37552,6054,2365,1260514,Popular
claim,6793139489,8,not verified,active,67317,11341,3615,41,15,82288,Typical
claim,5324920224,24,not verified,banned,650877,305617,49347,5283,616,1006457,Popular
claim,8080153346,52,not verified,under review,170660,3626,902,37,23,175211,Typical
claim,6324571129,37,not verified,active,956891,216777,80095,4241,2582,1256345,Popular
claim,1946738173,35,not verified,under review,539768,199941,5093,3563,1034,745836,Popular
claim,8735287649,8,not verified,active,198232,4232,715,54,34,203213,Typical
claim,5435707467,27,not verified,under review,397592,241685,48222,5829,2394,689893,Popular
claim,9642180394,18,not verified,active,667562,340422,18435,7778,3815,1030234,Popular
claim,5386614143,55,not verified,active,818905,87440,13477,101,60,919882,Popular
claim,5819206238,22,not verified,active,138244,45826,2127,431,195,186392,Typical
claim,2691116709,21,not verified,active,918944,568824,20271,9587,6063,1514102,Viral
claim,7563147312,47,not verified,under review,527560,350946,85570,740,31,964107,Popular
claim,2015032823,36,not verified,active,68543,10449,108,61,32,79132,Typical
claim,5822618087,42,not verified,active,198490,4424,1217,109,65,204196,Typical
claim,6013539101,5,not verified,active,962119,609717,110466,919,260,1682562,Viral
claim,3253691375,50,not verified,active,843298,44246,14224,693,398,902166,Popular
claim,8772838340,51,not verified,banned,316370,49187,16588,26,16,382161,Typical
claim,6166863776,43,not verified,active,218110,29444,2348,114,59,249961,Typical
claim,7298807468,9,not verified,active,417793,15660,1558,288,109,435120,Typical
claim,8894932058,41,not verified,active,30815,4732,321,31,3,35871,Typical
claim,1250131039,45,not verified,active,955201,291943,21714,5657,1566,1270424,Popular
claim,9973871642,30,not verified,active,755543,13054,1276,104,20,769893,Popular
claim,7939379231,8,not verified,under review,997102,154900,20611,1357,347,1172960,Popular
claim,3878020928,8,not verified,active,37619,4639,1846,33,6,44110,Typical
claim,3846138938,46,not verified,active,379029,112596,6981,2376,259,498865,Typical
claim,6019840611,29,not verified,banned,974468,214887,41006,4574,376,1230737,Popular
claim,7005695220,60,not verified,under review,588677,310614,76547,3750,953,976791,Popular
claim,1902749326,56,not verified,active,237570,136491,16443,2479,532,391036,Typical
claim,8920882244,37,not verified,active,470971,149477,26691,43,15,647154,Typical
claim,5520494233,38,not verified,active,410896,156754,60774,625,130,628554,Typical
claim,5189404327,21,not verified,banned,187167,93430,14092,1319,204,294893,Typical
claim,5540383554,51,not verified,under review,850607,152465,49614,472,233,1052919,Popular
claim,2566196809,40,not verified,under review,252597,71480,28461,1335,455,352993,Typical
claim,9140536154,14,not verified,banned,950411,567817,129137,3498,520,1647885,Viral
claim,6118643920,41,not verified,under review,468336,38934,14445,928,451,522166,Typical
claim,4736590791,41,not verified,active,894195,527438,11882,8629,5425,1438940,Viral
claim,2067142159,52,not verified,under review,957451,445718,51768,1476,23,1454960,Viral
claim,2824772680,13,not verified,active,721301,198797,41813,3722,204,962115,Popular
claim,7175802826,36,not verified,active,617675,177829,27755,3725,726,823985,Popular
claim,4984140295,10,not verified,active,723469,28749,424,680,276,752918,Popular
claim,2703301331,16,not verified,active,231628,81185,17430,1341,770,331013,Typical
claim,7406762864,23,not verified,active,608572,110241,29367,180,101,748281,Popular
claim,1368884085,45,not verified,under review,504575,215177,30473,5227,224,750449,Popular
claim,8895048951,47,not verified,active,467267,52496,17334,1044,346,537443,Typical
claim,1598680702,29,not verified,active,918281,338771,110716,4954,2737,1370505,Viral
claim,9771424018,17,not verified,active,821765,72026,8271,457,176,902238,Popular
claim,7536149639,36,not verified,active,680678,247381,34161,884,350,962570,Popular
claim,9302275660,33,not verified,under review,40554,9440,2162,137,63,52219,Typical
claim,7449067498,31,not verified,banned,150677,57395,323,210,23,208418,Typical
claim,1396228600,44,not verified,banned,254930,13339,4216,280,180,272665,Typical
claim,3014977498,54,not verified,active,960796,507528,76313,11389,1761,1546398,Viral
claim,5908392071,44,not verified,active,963139,423353,25764,7023,2866,1415122,Viral
claim,7383731839,52,not verified,active,17128,2253,490,44,17,19888,Typical
claim,2260341101,8,not verified,under review,385236,215719,66030,2814,1283,668268,Typical
claim,8287204865,32,not verified,under review,535042,267233,33656,1797,705,836636,Popular
claim,6181500599,19,not verified,active,924093,247955,66725,3839,752,1239525,Popular
claim,9287579067,16,not verified,active,162539,56142,19732,554,86,238499,Typical
claim,2663870432,37,not verified,under review,125305,34153,12161,60,27,171646,Typical
claim,3197502866,23,not verified,banned,661315,31473,5807,135,77,698672,Popular
claim,2331366691,8,not verified,active,858832,106259,23410,874,488,988989,Popular
claim,9990670349,36,not verified,active,50712,504,87,10,6,51309,Typical
claim,2069996253,22,not verified,active,321677,177514,37926,1466,375,537492,Typical
claim,4190263117,37,not verified,active,3157,131,26,2,0,3314,Unpopular
claim,3484970183,25,not verified,under review,362563,241274,68752,2326,1461,674050,Typical
claim,3491061103,58,not verified,banned,482675,185759,46233,4387,1000,715667,Popular
claim,8843888631,7,not verified,active,593620,369960,59048,3598,1934,1024562,Popular
claim,3475924534,5,not verified,active,561258,326408,123237,5085,1346,1012249,Popular
claim,3768621292,27,not verified,active,389516,59957,18099,461,193,467765,Typical
claim,9678396380,40,not verified,active,199342,6728,2265,66,43,208378,Typical
claim,4504214547,9,not verified,under review,798973,176994,62581,1848,655,1039203,Popular
claim,9675180128,19,not verified,active,6399,724,103,15,4,7230,Typical
claim,1658855265,53,not verified,active,544293,31772,7323,140,5,583393,Typical
claim,2375786588,60,not verified,active,25673,9499,2295,4,0,37467,Typical
claim,6257709927,5,not verified,active,710753,332894,14457,4976,590,1058694,Popular
claim,5299089075,10,not verified,active,890576,99538,29648,1883,776,1020538,Popular
claim,3439601719,57,not verified,active,730598,140559,3931,983,219,875307,Popular
claim,1718665199,30,not verified,active,92204,46907,7071,703,375,146557,Typical
claim,8821450293,36,not verified,active,413870,239357,66598,5113,2591,722416,Popular
claim,2491188608,53,not verified,banned,909274,477160,28119,8909,4367,1418920,Viral
claim,1306038430,31,not verified,under review,576710,119284,45808,608,401,742203,Popular
claim,6114416431,27,not verified,active,103360,29799,5507,450,215,138881,Typical
claim,4307878812,53,not verified,active,525553,232242,44434,4747,2877,805106,Popular
claim,9599068761,29,not verified,active,851472,172700,57388,1950,663,1082223,Popular
claim,4215691495,43,not verified,banned,840160,370172,112624,5896,1014,1323970,Viral
claim,3275575117,34,not verified,banned,498382,248726,81854,1167,580,829542,Popular
claim,3427179632,15,not verified,banned,590896,308375,33739,4275,1205,934215,Popular
claim,2295828460,31,not verified,active,382891,9618,1339,19,12,393860,Typical
claim,1449212840,35,not verified,banned,954365,544149,29315,10957,1577,1529406,Viral
claim,2042949734,55,not verified,active,622905,189333,71375,3372,494,884107,Popular
claim,2944041773,10,not verified,active,901342,144070,42614,465,14,1088040,Popular
claim,3765970905,51,not verified,banned,108285,36890,8233,743,454,153862,Typical
claim,8833974510,54,not verified,active,972283,528919,135742,1086,57,1637001,Viral
claim,6419276137,49,not verified,under review,695329,151737,38523,1578,840,886429,Popular
claim,5433477431,51,not verified,active,555966,362662,18150,8840,3934,940712,Popular
claim,4955041603,17,not verified,active,641205,20625,6263,368,218,668311,Typical
claim,7555047718,26,not verified,banned,440605,118941,46323,2406,605,606474,Typical
claim,5233792176,41,not verified,active,449036,76536,6932,765,104,532608,Typical
claim,7048926098,9,not verified,banned,784979,254821,41692,2575,674,1082166,Popular
claim,4107013460,24,not verified,active,559628,353724,40990,563,151,954493,Popular
claim,2837681939,32,verified,under review,143496,63739,7757,1245,158,215150,Typical
claim,7005286648,43,not verified,active,807286,73987,20342,1403,886,902501,Popular
claim,2183679824,24,not verified,active,449114,285437,105614,2187,16,840181,Popular
claim,3913902763,11,not verified,active,188179,27878,3376,544,357,219790,Typical
claim,9224414937,35,not verified,active,242561,24380,2887,96,37,269865,Typical
claim,6285460928,43,not verified,active,857217,436381,15425,5549,704,1309727,Viral
claim,2178628074,56,not verified,active,127315,53737,1643,329,108,182803,Typical
claim,4948718123,27,not verified,under review,139308,35290,13242,748,54,187894,Typical
claim,9577326422,31,not verified,active,59381,15088,3930,302,153,78552,Typical
claim,7144627090,58,not verified,banned,672867,58910,5608,1400,592,737977,Popular
claim,3914099432,30,not verified,active,420559,171245,10445,3019,55,602304,Typical
claim,7867829275,22,not verified,active,408797,244137,76227,4578,1445,730606,Popular
claim,3595651865,20,not verified,under review,638808,50683,16712,196,33,706236,Popular
claim,1260933284,48,not verified,banned,265386,167930,31391,963,472,465179,Typical
claim,9887823775,7,not verified,active,919604,41321,9527,215,142,970594,Popular
claim,3287991574,53,not verified,active,612341,328381,42156,1153,498,983376,Popular
claim,9538634923,26,not verified,banned,286081,113937,30327,2342,863,431208,Typical
claim,5131960800,15,not verified,active,37795,15577,1952,66,27,55351,Typical
claim,6940817918,55,not verified,under review,787043,261520,14680,2398,15,1063258,Popular
claim,9982629592,16,not verified,active,643583,143811,6643,2619,1656,795693,Popular
claim,2452271049,35,not verified,active,443848,87108,10783,2072,359,542098,Typical
claim,9169599383,15,not verified,banned,649618,278393,31511,6246,3157,962679,Popular
claim,9975455891,9,not verified,active,59198,2563,934,47,27,62722,Typical
claim,7126256042,31,not verified,under review,633090,261391,50162,4746,859,945502,Popular
claim,9318941735,33,not verified,active,670231,63026,14895,572,312,748464,Popular
claim,6421151883,20,not verified,under review,123520,20468,7984,185,104,152076,Typical
claim,2037352018,18,not verified,active,583155,158468,33182,1958,942,775747,Popular
claim,6350022013,60,not verified,active,591058,110763,37418,789,361,739600,Popular
claim,7045055851,15,not verified,under review,952303,177966,44274,602,80,1174623,Popular
